"fac","hospital_name","folder_name","filename","doc_date","source_url","download_date","file_size_kb","status","local_path"
"977","TERRACE BAY NORTH OF SUPERIOR HC","977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC","2024-02-01_board_minutes.pdf","2024-02-01","https://www.nosh.ca/upload/documents/bod-meeting-minutes/2023-24/5.-2024-february-bod-meeting-minutes.pdf",NA,NA,"failed_robots_disallowed","roles/minutes/outputs/extracted/977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC/2024-02-01_board_minutes.pdf"
"977","TERRACE BAY NORTH OF SUPERIOR HC","977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC","2024-01-01_board_minutes_yearonly_v2.pdf","2024-01-01","https://www.nosh.ca/upload/documents/bod-meeting-minutes/2023-24/4.-2024-january-bod-meeting-minutes.pdf",NA,NA,"failed_robots_disallowed","roles/minutes/outputs/extracted/977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC/2024-01-01_board_minutes_yearonly_v2.pdf"
"977","TERRACE BAY NORTH OF SUPERIOR HC","977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC","2023-11-01_board_minutes.pdf","2023-11-01","https://www.nosh.ca/upload/documents/bod-meeting-minutes/2023-24/3.-2023-november-bod-meeting-minutes.pdf",NA,NA,"failed_robots_disallowed","roles/minutes/outputs/extracted/977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC/2023-11-01_board_minutes.pdf"
"977","TERRACE BAY NORTH OF SUPERIOR HC","977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC","2023-10-01_board_minutes.pdf","2023-10-01","https://www.nosh.ca/upload/documents/bod-meeting-minutes/2023-24/2.-2023-october-bod-meeting-minutes.pdf",NA,NA,"failed_robots_disallowed","roles/minutes/outputs/extracted/977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC/2023-10-01_board_minutes.pdf"
"977","TERRACE BAY NORTH OF SUPERIOR HC","977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC","2023-09-01_board_minutes.pdf","2023-09-01","https://www.nosh.ca/upload/documents/bod-meeting-minutes/2023-24/1.-2023-sept-bod-meeting-minutes.pdf",NA,NA,"failed_robots_disallowed","roles/minutes/outputs/extracted/977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC/2023-09-01_board_minutes.pdf"
"977","TERRACE BAY NORTH OF SUPERIOR HC","977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC","2023-01-01_board_minutes_yearonly.pdf","2023-01-01","https://www.nosh.ca/upload/documents/bod-meeting-minutes/june-28-2023-inaugural-meeting-minutes.pdf",NA,NA,"failed_robots_disallowed","roles/minutes/outputs/extracted/977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC/2023-01-01_board_minutes_yearonly.pdf"
"977","TERRACE BAY NORTH OF SUPERIOR HC","977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC","2023-01-01_board_minutes_yearonly_v2.pdf","2023-01-01","https://www.nosh.ca/file:///C:/Users/User/Downloads/3.%202022%2023%20AGM%20Mintues%20(002).pdf",NA,NA,"failed_request_error","roles/minutes/outputs/extracted/977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC/2023-01-01_board_minutes_yearonly_v2.pdf"
"977","TERRACE BAY NORTH OF SUPERIOR HC","977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC","2023-05-31_board_minutes.pdf","2023-05-31","https://www.nosh.ca/upload/documents/bod-meeting-minutes/may-31-2023-nosh-bod-meeting-minutes.pdf",NA,NA,"failed_robots_disallowed","roles/minutes/outputs/extracted/977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC/2023-05-31_board_minutes.pdf"
"977","TERRACE BAY NORTH OF SUPERIOR HC","977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC","2023-04-26_board_minutes.pdf","2023-04-26","https://www.nosh.ca/upload/documents/bod-meeting-minutes/april-26-2023-nosh-bod-meeting-minutes.pdf",NA,NA,"failed_robots_disallowed","roles/minutes/outputs/extracted/977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC/2023-04-26_board_minutes.pdf"
"977","TERRACE BAY NORTH OF SUPERIOR HC","977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC","2023-03-29_board_minutes.pdf","2023-03-29","https://www.nosh.ca/upload/documents/bod-meeting-minutes/march-29-2023-nosh-bod-meeting-minutes.pdf",NA,NA,"failed_robots_disallowed","roles/minutes/outputs/extracted/977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC/2023-03-29_board_minutes.pdf"
"977","TERRACE BAY NORTH OF SUPERIOR HC","977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC","2023-02-22_board_minutes.pdf","2023-02-22","https://www.nosh.ca/upload/documents/bod-meeting-minutes/feb-22-2023-nosh-bod-minutes.pdf",NA,NA,"failed_robots_disallowed","roles/minutes/outputs/extracted/977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC/2023-02-22_board_minutes.pdf"
"977","TERRACE BAY NORTH OF SUPERIOR HC","977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC","2023-01-01_board_minutes_yearonly_v3.pdf","2023-01-01","https://www.nosh.ca/upload/documents/bod-jan-25-2023-minutes.pdf",NA,NA,"failed_robots_disallowed","roles/minutes/outputs/extracted/977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC/2023-01-01_board_minutes_yearonly_v3.pdf"
"977","TERRACE BAY NORTH OF SUPERIOR HC","977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC","2022-11-01_board_minutes.pdf","2022-11-01","https://www.nosh.ca/upload/documents/bod-nov-2022-minutes.pdf",NA,NA,"failed_robots_disallowed","roles/minutes/outputs/extracted/977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC/2022-11-01_board_minutes.pdf"
"977","TERRACE BAY NORTH OF SUPERIOR HC","977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC","2022-10-26_board_minutes.pdf","2022-10-26","https://www.nosh.ca/upload/documents/2022-oct-bod-minutes.pdf",NA,NA,"failed_robots_disallowed","roles/minutes/outputs/extracted/977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC/2022-10-26_board_minutes.pdf"
"977","TERRACE BAY NORTH OF SUPERIOR HC","977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC","2022-09-28_board_minutes.pdf","2022-09-28","https://www.nosh.ca/upload/documents/2022-sept-bod-minutes.pdf",NA,NA,"failed_robots_disallowed","roles/minutes/outputs/extracted/977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC/2022-09-28_board_minutes.pdf"
"977","TERRACE BAY NORTH OF SUPERIOR HC","977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC","2022-01-01_board_minutes_yearonly.pdf","2022-01-01","https://www.nosh.ca/upload/documents/2022-23-inaugural-minutes.pdf",NA,NA,"failed_robots_disallowed","roles/minutes/outputs/extracted/977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC/2022-01-01_board_minutes_yearonly.pdf"
"977","TERRACE BAY NORTH OF SUPERIOR HC","977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC","2021-01-01_board_minutes_yearonly.pdf","2021-01-01","https://www.nosh.ca/upload/documents/bod-meeting-minutes/2021-22-agm-mintues.pdf",NA,NA,"failed_robots_disallowed","roles/minutes/outputs/extracted/977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC/2021-01-01_board_minutes_yearonly.pdf"
"977","TERRACE BAY NORTH OF SUPERIOR HC","977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC","2022-05-25_board_minutes.pdf","2022-05-25","https://www.nosh.ca/upload/documents/bod-meeting-minutes/2022-may-bod-minutes.pdf",NA,NA,"failed_robots_disallowed","roles/minutes/outputs/extracted/977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC/2022-05-25_board_minutes.pdf"
"977","TERRACE BAY NORTH OF SUPERIOR HC","977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC","2022-04-27_board_minutes.pdf","2022-04-27","https://www.nosh.ca/upload/documents/bod-meeting-minutes/2022-apr-bod-minutes.pdf",NA,NA,"failed_robots_disallowed","roles/minutes/outputs/extracted/977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC/2022-04-27_board_minutes.pdf"
"977","TERRACE BAY NORTH OF SUPERIOR HC","977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC","2022-03-30_board_minutes.pdf","2022-03-30","https://www.nosh.ca/upload/documents/bod-meeting-minutes/2022-mar-bod-minutes.pdf",NA,NA,"failed_robots_disallowed","roles/minutes/outputs/extracted/977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC/2022-03-30_board_minutes.pdf"
"977","TERRACE BAY NORTH OF SUPERIOR HC","977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC","2022-02-23_board_minutes.pdf","2022-02-23","https://www.nosh.ca/upload/documents/bod-meeting-minutes/2022-feb-bod-minutes.pdf",NA,NA,"failed_robots_disallowed","roles/minutes/outputs/extracted/977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC/2022-02-23_board_minutes.pdf"
"977","TERRACE BAY NORTH OF SUPERIOR HC","977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC","2022-01-26_board_minutes.pdf","2022-01-26","https://www.nosh.ca/upload/documents/bod-meeting-minutes/2022-jan-bod-minutes.pdf",NA,NA,"failed_robots_disallowed","roles/minutes/outputs/extracted/977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC/2022-01-26_board_minutes.pdf"
"977","TERRACE BAY NORTH OF SUPERIOR HC","977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC","2021-11-24_board_minutes.pdf","2021-11-24","https://www.nosh.ca/upload/documents/bod-meeting-minutes/2021-nov-bod-minutes.pdf",NA,NA,"failed_robots_disallowed","roles/minutes/outputs/extracted/977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC/2021-11-24_board_minutes.pdf"
"977","TERRACE BAY NORTH OF SUPERIOR HC","977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC","2021-10-27_board_minutes.pdf","2021-10-27","https://www.nosh.ca/upload/documents/bod-meeting-minutes/2021-oct-bod-minutes.pdf",NA,NA,"failed_robots_disallowed","roles/minutes/outputs/extracted/977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC/2021-10-27_board_minutes.pdf"
"977","TERRACE BAY NORTH OF SUPERIOR HC","977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC","2021-09-29_board_minutes.pdf","2021-09-29","https://www.nosh.ca/upload/documents/bod-meeting-minutes/2021-sept-bod-minutes.pdf",NA,NA,"failed_robots_disallowed","roles/minutes/outputs/extracted/977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC/2021-09-29_board_minutes.pdf"
"977","TERRACE BAY NORTH OF SUPERIOR HC","977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC","2021-01-01_board_minutes_yearonly_v2.pdf","2021-01-01","https://www.nosh.ca/upload/documents/bod-meeting-minutes/2021-22-inaugural-minutes.pdf",NA,NA,"failed_robots_disallowed","roles/minutes/outputs/extracted/977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC/2021-01-01_board_minutes_yearonly_v2.pdf"
"977","TERRACE BAY NORTH OF SUPERIOR HC","977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC","2020-01-01_board_minutes_yearonly.pdf","2020-01-01","https://www.nosh.ca/upload/documents/bod-meeting-minutes/2020-21-agm-minutes.pdf",NA,NA,"failed_robots_disallowed","roles/minutes/outputs/extracted/977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC/2020-01-01_board_minutes_yearonly.pdf"
"977","TERRACE BAY NORTH OF SUPERIOR HC","977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC","2021-05-26_board_minutes.pdf","2021-05-26","https://www.nosh.ca/upload/documents/bod-meeting-minutes/2021-may-bod-minutes.pdf",NA,NA,"failed_robots_disallowed","roles/minutes/outputs/extracted/977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC/2021-05-26_board_minutes.pdf"
"977","TERRACE BAY NORTH OF SUPERIOR HC","977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC","2021-04-28_board_minutes.pdf","2021-04-28","https://www.nosh.ca/upload/documents/bod-meeting-minutes/2021-april-bod-minutes.pdf",NA,NA,"failed_robots_disallowed","roles/minutes/outputs/extracted/977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC/2021-04-28_board_minutes.pdf"
"977","TERRACE BAY NORTH OF SUPERIOR HC","977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC","2021-03-31_board_minutes.pdf","2021-03-31","https://www.nosh.ca/upload/documents/bod-meeting-minutes/2021-mar-bod-minutes.pdf",NA,NA,"failed_robots_disallowed","roles/minutes/outputs/extracted/977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC/2021-03-31_board_minutes.pdf"
"977","TERRACE BAY NORTH OF SUPERIOR HC","977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC","2021-02-24_board_minutes.pdf","2021-02-24","https://www.nosh.ca/upload/documents/bod-meeting-minutes/2021-feb-bod-minutes-.pdf",NA,NA,"failed_robots_disallowed","roles/minutes/outputs/extracted/977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC/2021-02-24_board_minutes.pdf"
"977","TERRACE BAY NORTH OF SUPERIOR HC","977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC","2021-01-27_board_minutes.pdf","2021-01-27","https://www.nosh.ca/upload/documents/bod-meeting-minutes/2021-jan-bod-minutes-.pdf",NA,NA,"failed_robots_disallowed","roles/minutes/outputs/extracted/977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC/2021-01-27_board_minutes.pdf"
"977","TERRACE BAY NORTH OF SUPERIOR HC","977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC","2021-12-09_board_minutes.pdf","2021-12-09","https://www.nosh.ca/upload/documents/bod-meeting-minutes/2020-dec-bod-minutes.pdf",NA,NA,"failed_robots_disallowed","roles/minutes/outputs/extracted/977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC/2021-12-09_board_minutes.pdf"
"977","TERRACE BAY NORTH OF SUPERIOR HC","977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC","2020-10-28_board_minutes.pdf","2020-10-28","https://www.nosh.ca/upload/documents/bod-meeting-minutes/2020-oct-bod-minutes001.pdf",NA,NA,"failed_robots_disallowed","roles/minutes/outputs/extracted/977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC/2020-10-28_board_minutes.pdf"
"977","TERRACE BAY NORTH OF SUPERIOR HC","977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC","2020-09-30_board_minutes.pdf","2020-09-30","https://www.nosh.ca/upload/documents/bod-meeting-minutes/2020-sept-bod-minutes001.pdf",NA,NA,"failed_robots_disallowed","roles/minutes/outputs/extracted/977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC/2020-09-30_board_minutes.pdf"
"977","TERRACE BAY NORTH OF SUPERIOR HC","977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC","2020-01-01_board_minutes_yearonly_v2.pdf","2020-01-01","https://www.nosh.ca/upload/documents/bod-meeting-minutes/2020-21-inaugural-minutes.pdf",NA,NA,"failed_robots_disallowed","roles/minutes/outputs/extracted/977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC/2020-01-01_board_minutes_yearonly_v2.pdf"
"977","TERRACE BAY NORTH OF SUPERIOR HC","977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC","2019-01-01_board_minutes_yearonly.pdf","2019-01-01","https://www.nosh.ca/upload/documents/bod-meeting-minutes/2019-20-agm-minutes.pdf",NA,NA,"failed_robots_disallowed","roles/minutes/outputs/extracted/977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC/2019-01-01_board_minutes_yearonly.pdf"
"977","TERRACE BAY NORTH OF SUPERIOR HC","977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC","2020-06-24_board_minutes.pdf","2020-06-24","https://www.nosh.ca/upload/documents/bod-meeting-minutes/2020-jun-bod-minutes.pdf",NA,NA,"failed_robots_disallowed","roles/minutes/outputs/extracted/977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC/2020-06-24_board_minutes.pdf"
"977","TERRACE BAY NORTH OF SUPERIOR HC","977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC","2020-05-27_board_minutes.pdf","2020-05-27","https://www.nosh.ca/upload/documents/bod-meeting-minutes/2020-may-bod-minutes.pdf",NA,NA,"failed_robots_disallowed","roles/minutes/outputs/extracted/977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC/2020-05-27_board_minutes.pdf"
"977","TERRACE BAY NORTH OF SUPERIOR HC","977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC","2020-04-29_board_minutes.pdf","2020-04-29","https://www.nosh.ca/upload/documents/bod-meeting-minutes/2020-april-bod-minutes.pdf",NA,NA,"failed_robots_disallowed","roles/minutes/outputs/extracted/977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC/2020-04-29_board_minutes.pdf"
"977","TERRACE BAY NORTH OF SUPERIOR HC","977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC","2020-03-25_board_minutes.pdf","2020-03-25","https://www.nosh.ca/upload/documents/bod-meeting-minutes/2020-mar-bod-minutes.pdf",NA,NA,"failed_robots_disallowed","roles/minutes/outputs/extracted/977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC/2020-03-25_board_minutes.pdf"
"977","TERRACE BAY NORTH OF SUPERIOR HC","977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC","2020-02-26_board_minutes.pdf","2020-02-26","https://www.nosh.ca/upload/documents/bod-meeting-minutes/2020-feb-bod-minutes.pdf",NA,NA,"failed_robots_disallowed","roles/minutes/outputs/extracted/977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC/2020-02-26_board_minutes.pdf"
"977","TERRACE BAY NORTH OF SUPERIOR HC","977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC","2020-01-29_board_minutes.pdf","2020-01-29","https://www.nosh.ca/upload/documents/2020-jan-bod-minutes.pdf",NA,NA,"failed_robots_disallowed","roles/minutes/outputs/extracted/977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC/2020-01-29_board_minutes.pdf"
"977","TERRACE BAY NORTH OF SUPERIOR HC","977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC","2019-11-27_board_minutes.pdf","2019-11-27","https://www.nosh.ca/upload/documents/bod-meeting-minutes/2019-nov-bod-minutes.pdf",NA,NA,"failed_robots_disallowed","roles/minutes/outputs/extracted/977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC/2019-11-27_board_minutes.pdf"
"977","TERRACE BAY NORTH OF SUPERIOR HC","977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC","2019-10-30_board_minutes.pdf","2019-10-30","https://www.nosh.ca/upload/documents/bod-meeting-minutes/2019-oct-bod-minutes.pdf",NA,NA,"failed_robots_disallowed","roles/minutes/outputs/extracted/977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC/2019-10-30_board_minutes.pdf"
"977","TERRACE BAY NORTH OF SUPERIOR HC","977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC","2019-09-25_board_minutes.pdf","2019-09-25","https://www.nosh.ca/upload/documents/2019-sept-bod-minutes.pdf",NA,NA,"failed_robots_disallowed","roles/minutes/outputs/extracted/977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC/2019-09-25_board_minutes.pdf"
"977","TERRACE BAY NORTH OF SUPERIOR HC","977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC","2019-01-01_board_minutes_yearonly_v2.pdf","2019-01-01","https://www.nosh.ca/upload/documents/bod-meeting-minutes/2019-20-inaugural-minutes.pdf",NA,NA,"failed_robots_disallowed","roles/minutes/outputs/extracted/977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC/2019-01-01_board_minutes_yearonly_v2.pdf"
"977","TERRACE BAY NORTH OF SUPERIOR HC","977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC","2019-05-29_board_minutes.pdf","2019-05-29","https://www.nosh.ca/upload/documents/bod-meeting-minutes/2019-may-29-bod-minutes.pdf",NA,NA,"failed_robots_disallowed","roles/minutes/outputs/extracted/977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC/2019-05-29_board_minutes.pdf"
"977","TERRACE BAY NORTH OF SUPERIOR HC","977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC","2019-04-24_board_minutes.pdf","2019-04-24","https://www.nosh.ca/upload/documents/bod-meeting-minutes/minutes-bod-2019-april-24.pdf",NA,NA,"failed_robots_disallowed","roles/minutes/outputs/extracted/977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC/2019-04-24_board_minutes.pdf"
"977","TERRACE BAY NORTH OF SUPERIOR HC","977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC","2019-02-27_board_minutes.pdf","2019-02-27","https://www.nosh.ca/upload/documents/bod-meeting-minutes/minutes-bod-2019-feb-27.pdf",NA,NA,"failed_robots_disallowed","roles/minutes/outputs/extracted/977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC/2019-02-27_board_minutes.pdf"
"977","TERRACE BAY NORTH OF SUPERIOR HC","977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC","2018-12-18_board_minutes.pdf","2018-12-18","https://www.nosh.ca/upload/documents/bod-meeting-minutes/2018-dec-2018-bod-minutes.pdf",NA,NA,"failed_robots_disallowed","roles/minutes/outputs/extracted/977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC/2018-12-18_board_minutes.pdf"
"977","TERRACE BAY NORTH OF SUPERIOR HC","977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC","2018-11-01_board_minutes.pdf","2018-11-01","https://www.nosh.ca/upload/documents/bod-meeting-minutes/minutes-bod-2018-nov-1.pdf",NA,NA,"failed_robots_disallowed","roles/minutes/outputs/extracted/977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC/2018-11-01_board_minutes.pdf"
"977","TERRACE BAY NORTH OF SUPERIOR HC","977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC","2018-09-26_board_minutes.pdf","2018-09-26","https://www.nosh.ca/upload/documents/bod-meeting-minutes/2018-sept-bod-minutes.pdf",NA,NA,"failed_robots_disallowed","roles/minutes/outputs/extracted/977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC/2018-09-26_board_minutes.pdf"
"977","TERRACE BAY NORTH OF SUPERIOR HC","977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC","2018-01-01_board_minutes_yearonly.pdf","2018-01-01","https://www.nosh.ca/upload/documents/bod-meeting-minutes/minutes-2018-inaugural.pdf",NA,NA,"failed_robots_disallowed","roles/minutes/outputs/extracted/977_TERRACE_BAY_NORTH_OF_SUPERIOR_HC/2018-01-01_board_minutes_yearonly.pdf"
