"fac","hospital_name","folder_name","filename","local_path","doc_date","classification","confidence","reasoning","prescreen","ocr_time_s","llm_time_s","word_count","text_preview"
"592","NAPANEE LENNOX & ADDINGTON","592_NAPANEE_LENNOX_ADDINGTON","2024-03-05_board_minutes.pdf","roles/minutes/outputs/extracted/592_NAPANEE_LENNOX_ADDINGTON/2024-03-05_board_minutes.pdf","2024-03-05","MinutesOnly","high","The document contains a 'BOARD OF DIRECTORS' header, an explicit attendance block with named individuals listed as 'PRESENT', and ends with a closing statement.",NA,12.81,6.46,700,"LENNOX AND ADDINGTON COUNTY GENERAL HOSPITAL BOARD OF DIRECTORS MEETING MINUTES | March 5, 2024 Zoom | ACR A meeting of the Board of Directors of the Lennox and Addington County General Hospital (LACG"
"592","NAPANEE LENNOX & ADDINGTON","592_NAPANEE_LENNOX_ADDINGTON","2024-04-02_board_minutes.pdf","roles/minutes/outputs/extracted/592_NAPANEE_LENNOX_ADDINGTON/2024-04-02_board_minutes.pdf","2024-04-02","MinutesOnly","high","The document contains a 'BOARD OF DIRECTORS' header, an explicit attendance block with named individuals listed as 'PRESENT', and ends with a closing statement.",NA,10.04,6.46,700,"LENNOX AND ADDINGTON COUNTY GENERAL HOSPITAL BOARD OF DIRECTORS MEETING MINUTES | April 2, 2024 Zoom | ACR A meeting of the Board of Directors of the Lennox and Addington County General Hospital (LACG"
"592","NAPANEE LENNOX & ADDINGTON","592_NAPANEE_LENNOX_ADDINGTON","2024-05-07_board_minutes.pdf","roles/minutes/outputs/extracted/592_NAPANEE_LENNOX_ADDINGTON/2024-05-07_board_minutes.pdf","2024-05-07","MinutesOnly","high","The document contains a 'BOARD OF DIRECTORS' header with a past meeting date, an explicit attendance block immediately following the header, and ends at an adjournment statement.",NA,13.64,6.69,700,"LENNOX AND ADDINGTON COUNTY GENERAL HOSPITAL BOARD OF DIRECTORS MEETING MINUTES | May 7, 2024 Zoom | ACR A meeting of the Board of Directors of the Lennox and Addington County General Hospital (LACGH)"
"592","NAPANEE LENNOX & ADDINGTON","592_NAPANEE_LENNOX_ADDINGTON","2024-06-04_board_minutes.pdf","roles/minutes/outputs/extracted/592_NAPANEE_LENNOX_ADDINGTON/2024-06-04_board_minutes.pdf","2024-06-04","MinutesOnly","high","The document contains a 'BOARD OF DIRECTORS' header with a past meeting date, an explicit attendance block immediately following the header, and ends at an adjournment statement.",NA,19.17,6.69,700,"LENNOX AND ADDINGTON COUNTY GENERAL HOSPITAL BOARD OF DIRECTORS MEETING MINUTES | June 4, 2024 Zoom | ACR A meeting of the Board of Directors of the Lennox and Addington County General Hospital (LACGH"
"592","NAPANEE LENNOX & ADDINGTON","592_NAPANEE_LENNOX_ADDINGTON","2024-10-01_board_minutes.pdf","roles/minutes/outputs/extracted/592_NAPANEE_LENNOX_ADDINGTON/2024-10-01_board_minutes.pdf","2024-10-01","MinutesOnly","high","The document contains a 'BOARD OF DIRECTORS' header, an explicit attendance block with named individuals listed as 'PRESENT', and ends with a closing statement.",NA,15.6,6.5,700,"LENNOX AND ADDINGTON COUNTY GENERAL HOSPITAL BOARD OF DIRECTORS MEETING MINUTES | October 1, 2024 Zoom | ACR A meeting of the Board of Directors of the Lennox and Addington County General Hospital (LA"
"592","NAPANEE LENNOX & ADDINGTON","592_NAPANEE_LENNOX_ADDINGTON","2024-11-05_board_minutes.pdf","roles/minutes/outputs/extracted/592_NAPANEE_LENNOX_ADDINGTON/2024-11-05_board_minutes.pdf","2024-11-05","MinutesOnly","high","The document contains a 'BOARD OF DIRECTORS' header with a past meeting date, an explicit attendance block immediately following the header, and ends with a closing statement.",NA,11.86,6.54,700,"LENNOX AND ADDINGTON COUNTY GENERAL HOSPITAL BOARD OF DIRECTORS MEETING MINUTES | November 5, 2024 Zoom | ACR A meeting of the Board of Directors of the Lennox and Addington County General Hospital (L"
"592","NAPANEE LENNOX & ADDINGTON","592_NAPANEE_LENNOX_ADDINGTON","2023-01-10_board_minutes.pdf","roles/minutes/outputs/extracted/592_NAPANEE_LENNOX_ADDINGTON/2023-01-10_board_minutes.pdf","2023-01-10","MinutesOnly","high","The document contains a 'BOARD OF DIRECTORS' header, an explicit attendance block with named individuals listed as 'PRESENT:', and ends with a closing statement.",NA,6.92,6.47,700,"LENNOX AND ADDINGTON COUNTY GENERAL HOSPITAL BOARD OF DIRECTORS MEETING MINUTES | January 10, 2023 Zoom | ACR A meeting of the Board of Directors of the Lennox and Addington County General Hospital (L"
"592","NAPANEE LENNOX & ADDINGTON","592_NAPANEE_LENNOX_ADDINGTON","2023-02-07_board_minutes.pdf","roles/minutes/outputs/extracted/592_NAPANEE_LENNOX_ADDINGTON/2023-02-07_board_minutes.pdf","2023-02-07","MinutesOnly","high","The document contains a 'BOARD OF DIRECTORS' header, an explicit attendance block with named individuals listed as 'PRESENT:', and ends with a closing statement.",NA,10.3,6.55,700,"LENNOX AND ADDINGTON COUNTY GENERAL HOSPITAL BOARD OF DIRECTORS MEETING MINUTES | February 7, 2023 Zoom | ACR A meeting of the Board of Directors of the Lennox and Addington County General Hospital (L"
"592","NAPANEE LENNOX & ADDINGTON","592_NAPANEE_LENNOX_ADDINGTON","2023-03-07_board_minutes.pdf","roles/minutes/outputs/extracted/592_NAPANEE_LENNOX_ADDINGTON/2023-03-07_board_minutes.pdf","2023-03-07","MinutesOnly","high","The document contains a 'BOARD OF DIRECTORS' header with a past meeting date, an explicit attendance block immediately following the header, and ends at an adjournment statement.",NA,11.86,6.78,700,"LENNOX AND ADDINGTON COUNTY GENERAL HOSPITAL BOARD OF DIRECTORS MEETING MINUTES | | March 7, 2023 Zoom | ACR A meeting of the Board of Directors of the Lennox and Addington County General Hospital (LA"
"592","NAPANEE LENNOX & ADDINGTON","592_NAPANEE_LENNOX_ADDINGTON","2023-04-04_board_minutes.pdf","roles/minutes/outputs/extracted/592_NAPANEE_LENNOX_ADDINGTON/2023-04-04_board_minutes.pdf","2023-04-04","MinutesOnly","high","The document contains a 'BOARD OF DIRECTORS' header with a past meeting date, an explicit attendance block immediately after the header, and ends at an adjournment statement.",NA,10.75,6.69,700,"LENNOX AND ADDINGTON COUNTY GENERAL HOSPITAL BOARD OF DIRECTORS MEETING MINUTES | April 4, 2023 Zoom | ACR A meeting of the Board of Directors of the Lennox and Addington County General Hospital (LACG"
"592","NAPANEE LENNOX & ADDINGTON","592_NAPANEE_LENNOX_ADDINGTON","2023-05-02_board_minutes.pdf","roles/minutes/outputs/extracted/592_NAPANEE_LENNOX_ADDINGTON/2023-05-02_board_minutes.pdf","2023-05-02","MinutesOnly","high","The document contains a 'BOARD OF DIRECTORS' header with a past meeting date, an explicit attendance block immediately following the header, and ends at an adjournment statement.",NA,8.74,6.75,700,"LENNOX AND ADDINGTON COUNTY GENERAL HOSPITAL BOARD OF DIRECTORS MEETING MINUTES | May 2, 2023 Zoom | ACR A meeting of the Board of Directors of the Lennox and Addington County General Hospital (LACGH)"
"592","NAPANEE LENNOX & ADDINGTON","592_NAPANEE_LENNOX_ADDINGTON","2023-06-06_board_minutes.pdf","roles/minutes/outputs/extracted/592_NAPANEE_LENNOX_ADDINGTON/2023-06-06_board_minutes.pdf","2023-06-06","MinutesOnly","high","The document contains a 'BOARD OF DIRECTORS' header with a past meeting date, an explicit attendance block immediately following the header, and ends at an adjournment statement.",NA,13.58,6.67,700,"LENNOX AND ADDINGTON COUNTY GENERAL HOSPITAL BOARD OF DIRECTORS MEETING MINUTES | June 6, 2023 Zoom | ACR A meeting of the Board of Directors of the Lennox and Addington County General Hospital (LACGH"
"592","NAPANEE LENNOX & ADDINGTON","592_NAPANEE_LENNOX_ADDINGTON","2023-10-03_board_minutes.pdf","roles/minutes/outputs/extracted/592_NAPANEE_LENNOX_ADDINGTON/2023-10-03_board_minutes.pdf","2023-10-03","MinutesOnly","high","The document contains a 'BOARD OF DIRECTORS' header with a past meeting date, an explicit attendance block immediately following the header, and ends at an adjournment statement.",NA,16.33,6.73,700,"LENNOX AND ADDINGTON COUNTY GENERAL HOSPITAL BOARD OF DIRECTORS MEETING MINUTES | October 3, 2023 Zoom | ACR A meeting of the Board of Directors of the Lennox and Addington County General Hospital (LA"
"592","NAPANEE LENNOX & ADDINGTON","592_NAPANEE_LENNOX_ADDINGTON","2023-11-07_board_minutes.pdf","roles/minutes/outputs/extracted/592_NAPANEE_LENNOX_ADDINGTON/2023-11-07_board_minutes.pdf","2023-11-07","MinutesOnly","high","The document contains a 'BOARD OF DIRECTORS' header with a past meeting date, an explicit attendance block immediately following the header, and ends at an adjournment statement.",NA,11.41,6.67,700,"LENNOX AND ADDINGTON COUNTY GENERAL HOSPITAL BOARD OF DIRECTORS MEETING MINUTES | November 7, 2023 Zoom | ACR A meeting of the Board of Directors of the Lennox and Addington County General Hospital (L"
"592","NAPANEE LENNOX & ADDINGTON","592_NAPANEE_LENNOX_ADDINGTON","2023-12-05_board_minutes.pdf","roles/minutes/outputs/extracted/592_NAPANEE_LENNOX_ADDINGTON/2023-12-05_board_minutes.pdf","2023-12-05","MinutesOnly","high","The document contains a 'BOARD OF DIRECTORS' header with a past meeting date, an explicit attendance block immediately following the header, and ends at an adjournment statement.",NA,12.38,6.68,700,"LENNOX AND ADDINGTON COUNTY GENERAL HOSPITAL BOARD OF DIRECTORS MEETING MINUTES | December 5, 2023 Zoom | ACR A meeting of the Board of Directors of the Lennox and Addington County General Hospital (L"
"592","NAPANEE LENNOX & ADDINGTON","592_NAPANEE_LENNOX_ADDINGTON","2022-01-11_board_minutes.pdf","roles/minutes/outputs/extracted/592_NAPANEE_LENNOX_ADDINGTON/2022-01-11_board_minutes.pdf","2022-01-11","MinutesOnly","high","The document contains a 'BOARD OF DIRECTORS' header with a past meeting date, an explicit attendance block immediately following the header, and ends at an adjournment statement.",NA,9.27,6.83,700,"LENNOX AND ADDINGTON COUNTY GENERAL HOSPITAL BOARD OF DIRECTORS MEETING MINUTES | January 11, 2022 Zoom A meeting of the Board of Directors of the Lennox and Addington County General Hospital (LACGH) "
"592","NAPANEE LENNOX & ADDINGTON","592_NAPANEE_LENNOX_ADDINGTON","2022-02-01_board_minutes.pdf","roles/minutes/outputs/extracted/592_NAPANEE_LENNOX_ADDINGTON/2022-02-01_board_minutes.pdf","2022-02-01","MinutesOnly","high","The document contains a 'BOARD OF DIRECTORS' header, an explicit attendance block labeled 'PRESENT:', and ends at the adjournment statement.",NA,10.56,6.38,700,"LENNOX AND ADDINGTON COUNTY GENERAL HOSPITAL BOARD OF DIRECTORS MEETING MINUTES | February 1, 2022 Zoom Video A meeting of the Board of Directors of the Lennox and Addington County General Hospital (L"
"592","NAPANEE LENNOX & ADDINGTON","592_NAPANEE_LENNOX_ADDINGTON","2022-03-01_board_minutes.pdf","roles/minutes/outputs/extracted/592_NAPANEE_LENNOX_ADDINGTON/2022-03-01_board_minutes.pdf","2022-03-01","MinutesOnly","high","Document contains a 'BOARD OF DIRECTORS' header with a past meeting date, an explicit attendance block immediately after the header, and ends at an adjournment statement.",NA,6.96,6.82,700,"LENNOX AND ADDINGTON COUNTY GENERAL HOSPITAL BOARD OF DIRECTORS MEETING MINUTES | March 1, 2022 Zoom | ACR A meeting of the Board of Directors of the Lennox and Addington County General Hospital (LACG"
"592","NAPANEE LENNOX & ADDINGTON","592_NAPANEE_LENNOX_ADDINGTON","2022-04-05_board_minutes.pdf","roles/minutes/outputs/extracted/592_NAPANEE_LENNOX_ADDINGTON/2022-04-05_board_minutes.pdf","2022-04-05","MinutesOnly","high","The document contains a 'BOARD OF DIRECTORS' header, an explicit attendance block with named individuals listed as 'PRESENT', and ends with a closing statement.",NA,9.98,6.63,700,"LENNOX AND ADDINGTON COUNTY GENERAL HOSPITAL BOARD OF DIRECTORS MEETING MINUTES ia April 5, 2022 Zoom | ACR A meeting of the Board of Directors of the Lennox and Addington County General Hospital (LAC"
"592","NAPANEE LENNOX & ADDINGTON","592_NAPANEE_LENNOX_ADDINGTON","2022-05-03_board_minutes.pdf","roles/minutes/outputs/extracted/592_NAPANEE_LENNOX_ADDINGTON/2022-05-03_board_minutes.pdf","2022-05-03","MinutesOnly","high","The document contains a 'BOARD OF DIRECTORS' header with a past meeting date, an explicit attendance block immediately after the header, and ends at an adjournment statement.",NA,8.48,6.75,700,"LENNOX AND ADDINGTON COUNTY GENERAL HOSPITAL BOARD OF DIRECTORS MEETING MINUTES | May 3, 2022 Zoom | ACR A meeting of the Board of Directors of the Lennox and Addington County General Hospital (LACGH)"
"592","NAPANEE LENNOX & ADDINGTON","592_NAPANEE_LENNOX_ADDINGTON","2022-06-07_board_minutes.pdf","roles/minutes/outputs/extracted/592_NAPANEE_LENNOX_ADDINGTON/2022-06-07_board_minutes.pdf","2022-06-07","MinutesOnly","high","The document contains a 'BOARD OF DIRECTORS' header, an explicit attendance block with named individuals listed as 'PRESENT:', and ends with a closing statement.",NA,12.19,6.5,700,"LENNOX AND ADDINGTON COUNTY GENERAL HOSPITAL BOARD OF DIRECTORS MEETING MINUTES | June 7, 2022 Zoom | ACR A meeting of the Board of Directors of the Lennox and Addington County General Hospital (LACGH"
"592","NAPANEE LENNOX & ADDINGTON","592_NAPANEE_LENNOX_ADDINGTON","2022-10-04_board_minutes.pdf","roles/minutes/outputs/extracted/592_NAPANEE_LENNOX_ADDINGTON/2022-10-04_board_minutes.pdf","2022-10-04","MinutesOnly","high","The document contains a 'BOARD OF DIRECTORS' header, an explicit attendance block with named individuals listed as 'PRESENT', and ends with a closing statement.",NA,15.78,6.44,700,"LENNOX AND ADDINGTON COUNTY GENERAL HOSPITAL BOARD OF DIRECTORS MEETING MINUTES | October 4, 2022 Zoom | ACR A meeting of the Board of Directors of the Lennox and Addington County General Hospital (LA"
"592","NAPANEE LENNOX & ADDINGTON","592_NAPANEE_LENNOX_ADDINGTON","2022-11-01_board_minutes.pdf","roles/minutes/outputs/extracted/592_NAPANEE_LENNOX_ADDINGTON/2022-11-01_board_minutes.pdf","2022-11-01","MinutesOnly","high","The document contains a 'BOARD OF DIRECTORS' header, an explicit attendance block with named individuals listed as 'PRESENT', and ends with a closing statement.",NA,13.53,6.47,700,"LENNOX AND ADDINGTON COUNTY GENERAL HOSPITAL BOARD OF DIRECTORS MEETING MINUTES | November 1, 2022 Zoom | ACR A meeting of the Board of Directors of the Lennox and Addington County General Hospital (L"
"592","NAPANEE LENNOX & ADDINGTON","592_NAPANEE_LENNOX_ADDINGTON","2022-12-06_board_minutes.pdf","roles/minutes/outputs/extracted/592_NAPANEE_LENNOX_ADDINGTON/2022-12-06_board_minutes.pdf","2022-12-06","MinutesOnly","high","The document contains a 'BOARD OF DIRECTORS' header, an explicit attendance block with named individuals listed as 'PRESENT', and ends with a closing statement.",NA,9.97,6.45,700,"LENNOX AND ADDINGTON COUNTY GENERAL HOSPITAL BOARD OF DIRECTORS MEETING MINUTES | December 6, 2022 Zoom | ACR A meeting of the Board of Directors of the Lennox and Addington County General Hospital (L"
"592","NAPANEE LENNOX & ADDINGTON","592_NAPANEE_LENNOX_ADDINGTON","2021-01-12_board_minutes.pdf","roles/minutes/outputs/extracted/592_NAPANEE_LENNOX_ADDINGTON/2021-01-12_board_minutes.pdf","2021-01-12","MinutesOnly","high","The document contains a 'Board of Directors' header with a past meeting date, an explicit attendance block immediately following the header, and ends at an adjournment statement.",NA,8.78,6.62,700,"LENNOX & ADDINGTON COUNTY GENERAL HOSPITAL BOARD OF DIRECTORS ae MEETING MINUTES January 12, 2021 a Zoom Videoconference A meeting of the Board of Directors of the Lennox & Addington County General Ho"
"592","NAPANEE LENNOX & ADDINGTON","592_NAPANEE_LENNOX_ADDINGTON","2021-02-02_board_minutes.pdf","roles/minutes/outputs/extracted/592_NAPANEE_LENNOX_ADDINGTON/2021-02-02_board_minutes.pdf","2021-02-02","MinutesOnly","high","The document contains a 'BOARD OF DIRECTORS' header with a past meeting date, an explicit attendance block immediately following the header, and ends at an adjournment statement.",NA,10.25,6.7,700,"LENNOX & ADDINGTON COUNTY GENERAL HOSPITAL BOARD OF DIRECTORS ae MEETING MINUTES February 2, 2021 a Zoom Videoconference A meeting of the Board of Directors of the Lennox & Addington County General Ho"
"592","NAPANEE LENNOX & ADDINGTON","592_NAPANEE_LENNOX_ADDINGTON","2021-03-02_board_minutes.pdf","roles/minutes/outputs/extracted/592_NAPANEE_LENNOX_ADDINGTON/2021-03-02_board_minutes.pdf","2021-03-02","MinutesOnly","high","The document contains a 'Board of Directors' header with a past meeting date, an explicit attendance block immediately following the header, and ends with a closing statement.",NA,14.61,6.49,700,"LENNOX & ADDINGTON COUNTY GENERAL HOSPITAL BOARD OF DIRECTORS ae MEETING MINUTES March 3, 2021 a Zoom Videoconference A meeting of the Board of Directors of the Lennox & Addington County General Hospi"
"592","NAPANEE LENNOX & ADDINGTON","592_NAPANEE_LENNOX_ADDINGTON","2021-04-06_board_minutes.pdf","roles/minutes/outputs/extracted/592_NAPANEE_LENNOX_ADDINGTON/2021-04-06_board_minutes.pdf","2021-04-06","MinutesOnly","high","The document contains a 'BOARD OF DIRECTORS' header with a past meeting date, an explicit attendance block immediately following the header, and ends at an adjournment statement.",NA,15.09,6.67,700,"LENNOX & ADDINGTON COUNTY GENERAL HOSPITAL BOARD OF DIRECTORS ae MEETING MINUTES April 6, 2021 — Zoom Videoconference A meeting of the Board of Directors of the Lennox & Addington County General Hospi"
"592","NAPANEE LENNOX & ADDINGTON","592_NAPANEE_LENNOX_ADDINGTON","2021-05-04_board_minutes.pdf","roles/minutes/outputs/extracted/592_NAPANEE_LENNOX_ADDINGTON/2021-05-04_board_minutes.pdf","2021-05-04","MinutesOnly","high","The document contains a 'BOARD OF DIRECTORS' header with a past meeting date, an explicit attendance block immediately after the header, and ends at an adjournment statement.",NA,11.14,6.69,700,"LENNOX & ADDINGTON COUNTY GENERAL HOSPITAL BOARD OF DIRECTORS ae MEETING MINUTES May 4, 2021 a Zoom Videoconference A meeting of the Board of Directors of the Lennox & Addington County General Hospita"
"592","NAPANEE LENNOX & ADDINGTON","592_NAPANEE_LENNOX_ADDINGTON","2021-06-01_board_minutes.pdf","roles/minutes/outputs/extracted/592_NAPANEE_LENNOX_ADDINGTON/2021-06-01_board_minutes.pdf","2021-06-01","MinutesOnly","high","The document contains a 'BOARD OF DIRECTORS' header with a past meeting date, an explicit attendance block immediately following the header, and ends at an adjournment statement.",NA,14.84,6.69,700,"LENNOX & ADDINGTON COUNTY GENERAL HOSPITAL BOARD OF DIRECTORS ae MEETING MINUTES June 1, 2021 — Zoom Videoconference A meeting of the Board of Directors of the Lennox & Addington County General Hospit"
"592","NAPANEE LENNOX & ADDINGTON","592_NAPANEE_LENNOX_ADDINGTON","2021-10-05_board_minutes.pdf","roles/minutes/outputs/extracted/592_NAPANEE_LENNOX_ADDINGTON/2021-10-05_board_minutes.pdf","2021-10-05","MinutesOnly","high","The document contains a 'BOARD OF DIRECTORS' header with a past meeting date, an explicit attendance block immediately following the header, and ends at an adjournment statement.",NA,16.95,6.86,700,"LENNOX AND ADDINGTON COUNTY GENERAL HOSPITAL BOARD OF DIRECTORS MEETING MINUTES | October 5, 2021 Zoom | ACR A meeting of the Board of Directors of the Lennox and Addington County General Hospital was"
"592","NAPANEE LENNOX & ADDINGTON","592_NAPANEE_LENNOX_ADDINGTON","2021-11-02_board_minutes.pdf","roles/minutes/outputs/extracted/592_NAPANEE_LENNOX_ADDINGTON/2021-11-02_board_minutes.pdf","2021-11-02","MinutesOnly","high","The document contains a 'BOARD OF DIRECTORS' header with a past meeting date, an explicit attendance block immediately after the header, and ends at an adjournment statement.",NA,12.86,6.61,700,"LENNOX AND ADDINGTON COUNTY GENERAL HOSPITAL BOARD OF DIRECTORS MEETING MINUTES | November 2, 2021 Zoom | ACR A meeting of the Board of Directors of the Lennox and Addington County General Hospital (L"
"592","NAPANEE LENNOX & ADDINGTON","592_NAPANEE_LENNOX_ADDINGTON","2021-12-07_board_minutes.pdf","roles/minutes/outputs/extracted/592_NAPANEE_LENNOX_ADDINGTON/2021-12-07_board_minutes.pdf","2021-12-07","MinutesOnly","high","The document contains a 'BOARD OF DIRECTORS' header with a past meeting date, an explicit attendance block immediately following the header, and ends at an adjournment statement.",NA,11.41,6.73,700,"LENNOX AND ADDINGTON COUNTY GENERAL HOSPITAL BOARD OF DIRECTORS MEETING MINUTES | December 7, 2021 Zoom | ACR A meeting of the Board of Directors of the Lennox and Addington County General Hospital (L"
"592","NAPANEE LENNOX & ADDINGTON","592_NAPANEE_LENNOX_ADDINGTON","2020-01-14_board_minutes.pdf","roles/minutes/outputs/extracted/592_NAPANEE_LENNOX_ADDINGTON/2020-01-14_board_minutes.pdf","2020-01-14","MinutesOnly","high","The document contains a 'BOARD OF DIRECTORS' header with a past meeting date, an explicit attendance block immediately following the header, and ends at an adjournment statement.",NA,8.22,6.7,700,"LENNOX AND ADDINGTON COUNTY GENERAL HOSPITAL ae MINUTES = BOARD OF DIRECTORS January 14, 2020 Airhart Conference Room A meeting of the Board of Directors of the Lennox and Addington County General Hos"
